Time-stamp: 5 s, Heart Rate: 3.00 BPM
Time-stamp: 155 s, Heart Rate: 10.00 BPM
Time-stamp: 155 s, Heart Rate: 10.00 BPM
Time-stamp: 155 s, Heart Rate: 10.00 BPM
Time-stamp: 155 s, Heart Rate: 10.00 BPM
Time-stamp: 156 s, Heart Rate: 10.00 BPM
Time-stamp: 156 s, Heart Rate: 10.00 BPM
Time-stamp: 156 s, Heart Rate: 10.00 BPM
Time-stamp: 156 s, Heart Rate: 10.00 BPM
Time-stamp: 156 s, Heart Rate: 10.00 BPM
Time-stamp: 157 s, Heart Rate: 10.00 BPM
Time-stamp: 157 s, Heart Rate: 10.00 BPM
Time-stamp: 157 s, Heart Rate: 10.00 BPM
Time-stamp: 157 s, Heart Rate: 10.00 BPM
Time-stamp: 157 s, Heart Rate: 10.00 BPM
Time-stamp: 158 s, Heart Rate: 10.00 BPM
Time-stamp: 158 s, Heart Rate: 10.00 BPM
Time-stamp: 158 s, Heart Rate: 10.00 BPM
Time-stamp: 158 s, Heart Rate: 10.00 BPM
Time-stamp: 158 s, Heart Rate: 10.00 BPM
Time-stamp: 158 s, Heart Rate: 10.00 BPM
Time-stamp: 159 s, Heart Rate: 10.00 BPM
Time-stamp: 159 s, Heart Rate: 10.00 BPM
Time-stamp: 159 s, Heart Rate: 10.00 BPM
Time-stamp: 159 s, Heart Rate: 10.00 BPM
Time-stamp: 159 s, Heart Rate: 10.00 BPM
Time-stamp: 160 s, Heart Rate: 10.00 BPM
Time-stamp: 160 s, Heart Rate: 10.00 BPM
Time-stamp: 160 s, Heart Rate: 10.00 BPM
Time-stamp: 160 s, Heart Rate: 10.00 BPM
Time-stamp: 160 s, Heart Rate: 10.00 BPM
Time-stamp: 160 s, Heart Rate: 10.00 BPM
Time-stamp: 161 s, Heart Rate: 10.00 BPM
Time-stamp: 161 s, Heart Rate: 10.00 BPM
Time-stamp: 161 s, Heart Rate: 10.00 BPM
Time-stamp: 161 s, Heart Rate: 10.00 BPM
Time-stamp: 161 s, Heart Rate: 10.00 BPM
Time-stamp: 162 s, Heart Rate: 10.00 BPM
Time-stamp: 162 s, Heart Rate: 10.00 BPM
Time-stamp: 162 s, Heart Rate: 10.00 BPM
Time-stamp: 162 s, Heart Rate: 10.00 BPM
Time-stamp: 162 s, Heart Rate: 10.00 BPM
Time-stamp: 162 s, Heart Rate: 10.00 BPM
Time-stamp: 163 s, Heart Rate: 10.00 BPM
Time-stamp: 163 s, Heart Rate: 10.00 BPM
Time-stamp: 163 s, Heart Rate: 10.00 BPM
Time-stamp: 163 s, Heart Rate: 10.00 BPM
Time-stamp: 163 s, Heart Rate: 10.00 BPM
Time-stamp: 164 s, Heart Rate: 10.00 BPM
Time-stamp: 164 s, Heart Rate: 10.00 BPM
Time-stamp: 164 s, Heart Rate: 10.00 BPM
Time-stamp: 164 s, Heart Rate: 10.00 BPM
Time-stamp: 164 s, Heart Rate: 10.00 BPM
Time-stamp: 165 s, Heart Rate: 10.00 BPM
Time-stamp: 165 s, Heart Rate: 10.00 BPM
Time-stamp: 165 s, Heart Rate: 10.00 BPM
Time-stamp: 165 s, Heart Rate: 10.00 BPM
Time-stamp: 165 s, Heart Rate: 10.00 BPM
Time-stamp: 165 s, Heart Rate: 10.00 BPM
Time-stamp: 166 s, Heart Rate: 10.00 BPM
Time-stamp: 166 s, Heart Rate: 10.00 BPM
Time-stamp: 166 s, Heart Rate: 10.00 BPM
Time-stamp: 166 s, Heart Rate: 10.00 BPM
Time-stamp: 166 s, Heart Rate: 10.00 BPM
Time-stamp: 167 s, Heart Rate: 10.00 BPM
Time-stamp: 167 s, Heart Rate: 10.00 BPM
Time-stamp: 167 s, Heart Rate: 10.00 BPM
Time-stamp: 167 s, Heart Rate: 10.00 BPM
Time-stamp: 167 s, Heart Rate: 10.00 BPM
Time-stamp: 167 s, Heart Rate: 10.00 BPM
Time-stamp: 168 s, Heart Rate: 10.00 BPM
Time-stamp: 168 s, Heart Rate: 10.00 BPM
Time-stamp: 168 s, Heart Rate: 10.00 BPM
Time-stamp: 168 s, Heart Rate: 10.00 BPM
Time-stamp: 168 s, Heart Rate: 10.00 BPM
Time-stamp: 169 s, Heart Rate: 10.00 BPM
Time-stamp: 169 s, Heart Rate: 10.00 BPM
Time-stamp: 169 s, Heart Rate: 10.00 BPM
Time-stamp: 169 s, Heart Rate: 10.00 BPM
Time-stamp: 169 s, Heart Rate: 10.00 BPM
Time-stamp: 169 s, Heart Rate: 10.00 BPM
Time-stamp: 170 s, Heart Rate: 10.00 BPM
Time-stamp: 170 s, Heart Rate: 10.00 BPM
Time-stamp: 170 s, Heart Rate: 10.00 BPM
Time-stamp: 170 s, Heart Rate: 10.00 BPM
Time-stamp: 170 s, Heart Rate: 10.00 BPM
Time-stamp: 171 s, Heart Rate: 10.00 BPM
Time-stamp: 171 s, Heart Rate: 10.00 BPM
Time-stamp: 171 s, Heart Rate: 10.00 BPM
Time-stamp: 171 s, Heart Rate: 10.00 BPM
Time-stamp: 171 s, Heart Rate: 10.00 BPM
Time-stamp: 172 s, Heart Rate: 10.00 BPM
Time-stamp: 172 s, Heart Rate: 10.00 BPM
Time-stamp: 172 s, Heart Rate: 10.00 BPM
Time-stamp: 172 s, Heart Rate: 10.00 BPM
Time-stamp: 172 s, Heart Rate: 10.00 BPM
Time-stamp: 172 s, Heart Rate: 10.00 BPM
Time-stamp: 173 s, Heart Rate: 10.00 BPM
Time-stamp: 173 s, Heart Rate: 10.00 BPM
Time-stamp: 173 s, Heart Rate: 10.00 BPM
Time-stamp: 173 s, Heart Rate: 10.00 BPM
Time-stamp: 173 s, Heart Rate: 10.00 BPM
Time-stamp: 174 s, Heart Rate: 10.00 BPM
Time-stamp: 174 s, Heart Rate: 10.00 BPM
Time-stamp: 174 s, Heart Rate: 10.00 BPM
Time-stamp: 174 s, Heart Rate: 10.00 BPM
Time-stamp: 174 s, Heart Rate: 10.00 BPM
Time-stamp: 174 s, Heart Rate: 10.00 BPM
Time-stamp: 175 s, Heart Rate: 10.00 BPM
Time-stamp: 175 s, Heart Rate: 10.00 BPM
Time-stamp: 175 s, Heart Rate: 10.00 BPM
Time-stamp: 175 s, Heart Rate: 10.00 BPM
Time-stamp: 175 s, Heart Rate: 10.00 BPM
Time-stamp: 176 s, Heart Rate: 10.00 BPM
Time-stamp: 176 s, Heart Rate: 10.00 BPM
Time-stamp: 176 s, Heart Rate: 10.00 BPM
Time-stamp: 176 s, Heart Rate: 10.00 BPM
Time-stamp: 176 s, Heart Rate: 10.00 BPM
Time-stamp: 176 s, Heart Rate: 10.00 BPM
Time-stamp: 177 s, Heart Rate: 10.00 BPM
Time-stamp: 177 s, Heart Rate: 10.00 BPM
Time-stamp: 177 s, Heart Rate: 10.00 BPM
Time-stamp: 177 s, Heart Rate: 10.00 BPM
Time-stamp: 177 s, Heart Rate: 10.00 BPM
Time-stamp: 178 s, Heart Rate: 10.00 BPM
Time-stamp: 178 s, Heart Rate: 10.00 BPM
Time-stamp: 178 s, Heart Rate: 10.00 BPM
Time-stamp: 178 s, Heart Rate: 10.00 BPM
Time-stamp: 178 s, Heart Rate: 10.00 BPM
Time-stamp: 179 s, Heart Rate: 10.00 BPM
Time-stamp: 179 s, Heart Rate: 10.00 BPM
Time-stamp: 179 s, Heart Rate: 10.00 BPM
Time-stamp: 179 s, Heart Rate: 10.00 BPM
Time-stamp: 179 s, Heart Rate: 10.00 BPM
Time-stamp: 179 s, Heart Rate: 10.00 BPM
Time-stamp: 180 s, Heart Rate: 10.00 BPM
Time-stamp: 180 s, Heart Rate: 10.00 BPM
Time-stamp: 180 s, Heart Rate: 10.00 BPM
Time-stamp: 180 s, Heart Rate: 10.00 BPM
Time-stamp: 180 s, Heart Rate: 10.00 BPM
Time-stamp: 181 s, Heart Rate: 10.00 BPM
Time-stamp: 181 s, Heart Rate: 10.00 BPM
Time-stamp: 181 s, Heart Rate: 10.00 BPM
Time-stamp: 181 s, Heart Rate: 10.00 BPM
Time-stamp: 181 s, Heart Rate: 10.00 BPM
Time-stamp: 181 s, Heart Rate: 10.00 BPM
Time-stamp: 182 s, Heart Rate: 10.00 BPM
Time-stamp: 182 s, Heart Rate: 10.00 BPM
Time-stamp: 182 s, Heart Rate: 10.00 BPM
Time-stamp: 182 s, Heart Rate: 10.00 BPM
Time-stamp: 182 s, Heart Rate: 10.00 BPM
Time-stamp: 183 s, Heart Rate: 10.00 BPM
Time-stamp: 183 s, Heart Rate: 10.00 BPM
Time-stamp: 183 s, Heart Rate: 10.00 BPM
Time-stamp: 183 s, Heart Rate: 10.00 BPM
Time-stamp: 183 s, Heart Rate: 10.00 BPM
Time-stamp: 184 s, Heart Rate: 10.00 BPM
Time-stamp: 184 s, Heart Rate: 10.00 BPM
Time-stamp: 184 s, Heart Rate: 10.00 BPM
Time-stamp: 184 s, Heart Rate: 10.00 BPM
Time-stamp: 184 s, Heart Rate: 10.00 BPM
Time-stamp: 184 s, Heart Rate: 10.00 BPM
Time-stamp: 185 s, Heart Rate: 10.00 BPM
Time-stamp: 185 s, Heart Rate: 10.00 BPM
Time-stamp: 185 s, Heart Rate: 10.00 BPM
Time-stamp: 185 s, Heart Rate: 10.00 BPM
Time-stamp: 185 s, Heart Rate: 10.00 BPM
Time-stamp: 186 s, Heart Rate: 10.00 BPM
Time-stamp: 186 s, Heart Rate: 10.00 BPM
Time-stamp: 186 s, Heart Rate: 10.00 BPM
Time-stamp: 186 s, Heart Rate: 10.00 BPM
Time-stamp: 186 s, Heart Rate: 10.00 BPM
Time-stamp: 186 s, Heart Rate: 10.00 BPM
Time-stamp: 187 s, Heart Rate: 10.00 BPM
Time-stamp: 187 s, Heart Rate: 10.00 BPM
Time-stamp: 187 s, Heart Rate: 10.00 BPM
Time-stamp: 187 s, Heart Rate: 10.00 BPM
Time-stamp: 187 s, Heart Rate: 10.00 BPM
Time-stamp: 188 s, Heart Rate: 10.00 BPM
Time-stamp: 188 s, Heart Rate: 10.00 BPM
Time-stamp: 188 s, Heart Rate: 10.00 BPM
Time-stamp: 188 s, Heart Rate: 10.00 BPM
Time-stamp: 188 s, Heart Rate: 10.00 BPM
Time-stamp: 188 s, Heart Rate: 10.00 BPM
Time-stamp: 189 s, Heart Rate: 10.00 BPM
Time-stamp: 189 s, Heart Rate: 10.00 BPM
Time-stamp: 190 s, Heart Rate: 10.00 BPM
Time-stamp: 190 s, Heart Rate: 10.00 BPM
Time-stamp: 190 s, Heart Rate: 10.00 BPM
Time-stamp: 191 s, Heart Rate: 10.00 BPM
Time-stamp: 191 s, Heart Rate: 10.00 BPM
Time-stamp: 191 s, Heart Rate: 10.00 BPM
Time-stamp: 191 s, Heart Rate: 10.00 BPM
Time-stamp: 191 s, Heart Rate: 10.00 BPM
Time-stamp: 191 s, Heart Rate: 10.00 BPM
Time-stamp: 192 s, Heart Rate: 10.00 BPM
Time-stamp: 192 s, Heart Rate: 10.00 BPM
Time-stamp: 192 s, Heart Rate: 10.00 BPM
Time-stamp: 192 s, Heart Rate: 10.00 BPM
Time-stamp: 192 s, Heart Rate: 10.00 BPM
Time-stamp: 193 s, Heart Rate: 10.00 BPM
Time-stamp: 193 s, Heart Rate: 10.00 BPM
Time-stamp: 193 s, Heart Rate: 10.00 BPM
Time-stamp: 193 s, Heart Rate: 10.00 BPM
Time-stamp: 193 s, Heart Rate: 10.00 BPM
Time-stamp: 194 s, Heart Rate: 10.00 BPM
Time-stamp: 194 s, Heart Rate: 10.00 BPM
Time-stamp: 194 s, Heart Rate: 10.00 BPM
Time-stamp: 194 s, Heart Rate: 10.00 BPM
Time-stamp: 194 s, Heart Rate: 10.00 BPM
Time-stamp: 194 s, Heart Rate: 10.00 BPM
Time-stamp: 195 s, Heart Rate: 10.00 BPM
Time-stamp: 195 s, Heart Rate: 10.00 BPM
Time-stamp: 195 s, Heart Rate: 10.00 BPM
Time-stamp: 195 s, Heart Rate: 10.00 BPM
Time-stamp: 195 s, Heart Rate: 10.00 BPM
Time-stamp: 196 s, Heart Rate: 10.00 BPM
Time-stamp: 196 s, Heart Rate: 10.00 BPM
Time-stamp: 196 s, Heart Rate: 10.00 BPM
Time-stamp: 196 s, Heart Rate: 10.00 BPM
Time-stamp: 196 s, Heart Rate: 10.00 BPM
Time-stamp: 196 s, Heart Rate: 10.00 BPM
Time-stamp: 197 s, Heart Rate: 10.00 BPM
Time-stamp: 197 s, Heart Rate: 10.00 BPM
Time-stamp: 197 s, Heart Rate: 10.00 BPM
Time-stamp: 197 s, Heart Rate: 10.00 BPM
Time-stamp: 197 s, Heart Rate: 10.00 BPM
Time-stamp: 198 s, Heart Rate: 10.00 BPM
Time-stamp: 198 s, Heart Rate: 10.00 BPM
Time-stamp: 198 s, Heart Rate: 10.00 BPM
Time-stamp: 198 s, Heart Rate: 10.00 BPM
Time-stamp: 198 s, Heart Rate: 10.00 BPM
Time-stamp: 198 s, Heart Rate: 10.00 BPM
Time-stamp: 199 s, Heart Rate: 10.00 BPM
Time-stamp: 199 s, Heart Rate: 10.00 BPM
Time-stamp: 199 s, Heart Rate: 10.00 BPM
Time-stamp: 199 s, Heart Rate: 10.00 BPM
Time-stamp: 199 s, Heart Rate: 10.00 BPM
Time-stamp: 200 s, Heart Rate: 10.00 BPM
Time-stamp: 200 s, Heart Rate: 10.00 BPM
Time-stamp: 200 s, Heart Rate: 10.00 BPM
Time-stamp: 200 s, Heart Rate: 10.00 BPM
Time-stamp: 200 s, Heart Rate: 10.00 BPM
Time-stamp: 201 s, Heart Rate: 10.00 BPM
Time-stamp: 201 s, Heart Rate: 10.00 BPM
Time-stamp: 201 s, Heart Rate: 10.00 BPM
Time-stamp: 201 s, Heart Rate: 10.00 BPM
Time-stamp: 201 s, Heart Rate: 10.00 BPM
Time-stamp: 201 s, Heart Rate: 10.00 BPM
Time-stamp: 202 s, Heart Rate: 10.00 BPM
Time-stamp: 202 s, Heart Rate: 10.00 BPM
Time-stamp: 202 s, Heart Rate: 10.00 BPM
Time-stamp: 202 s, Heart Rate: 10.00 BPM
Time-stamp: 202 s, Heart Rate: 10.00 BPM
Time-stamp: 203 s, Heart Rate: 10.00 BPM
Time-stamp: 203 s, Heart Rate: 10.00 BPM
Time-stamp: 203 s, Heart Rate: 10.00 BPM
Time-stamp: 203 s, Heart Rate: 10.00 BPM
Time-stamp: 203 s, Heart Rate: 10.00 BPM
Time-stamp: 203 s, Heart Rate: 10.00 BPM
Time-stamp: 204 s, Heart Rate: 10.00 BPM
Time-stamp: 204 s, Heart Rate: 10.00 BPM
Time-stamp: 204 s, Heart Rate: 10.00 BPM
Time-stamp: 204 s, Heart Rate: 10.00 BPM
Time-stamp: 204 s, Heart Rate: 10.00 BPM
Time-stamp: 205 s, Heart Rate: 10.00 BPM
Time-stamp: 205 s, Heart Rate: 10.00 BPM
Time-stamp: 205 s, Heart Rate: 10.00 BPM
Time-stamp: 205 s, Heart Rate: 10.00 BPM
Time-stamp: 205 s, Heart Rate: 10.00 BPM
Time-stamp: 206 s, Heart Rate: 10.00 BPM
Time-stamp: 206 s, Heart Rate: 10.00 BPM
Time-stamp: 206 s, Heart Rate: 10.00 BPM
Time-stamp: 206 s, Heart Rate: 10.00 BPM
Time-stamp: 206 s, Heart Rate: 10.00 BPM
Time-stamp: 206 s, Heart Rate: 10.00 BPM
Time-stamp: 207 s, Heart Rate: 10.00 BPM
Time-stamp: 207 s, Heart Rate: 10.00 BPM
Time-stamp: 207 s, Heart Rate: 10.00 BPM
Time-stamp: 207 s, Heart Rate: 10.00 BPM
Time-stamp: 207 s, Heart Rate: 10.00 BPM
Time-stamp: 208 s, Heart Rate: 10.00 BPM
Time-stamp: 208 s, Heart Rate: 10.00 BPM
Time-stamp: 208 s, Heart Rate: 10.00 BPM
Time-stamp: 208 s, Heart Rate: 10.00 BPM
Time-stamp: 208 s, Heart Rate: 10.00 BPM
Time-stamp: 208 s, Heart Rate: 10.00 BPM
Time-stamp: 209 s, Heart Rate: 10.00 BPM
Time-stamp: 209 s, Heart Rate: 10.00 BPM
Time-stamp: 209 s, Heart Rate: 10.00 BPM
Time-stamp: 209 s, Heart Rate: 10.00 BPM
Time-stamp: 209 s, Heart Rate: 10.00 BPM
Time-stamp: 210 s, Heart Rate: 10.00 BPM
Time-stamp: 210 s, Heart Rate: 10.00 BPM
Time-stamp: 210 s, Heart Rate: 10.00 BPM
Time-stamp: 210 s, Heart Rate: 10.00 BPM
Time-stamp: 210 s, Heart Rate: 10.00 BPM
Time-stamp: 210 s, Heart Rate: 10.00 BPM
Time-stamp: 211 s, Heart Rate: 10.00 BPM
Time-stamp: 211 s, Heart Rate: 10.00 BPM
Time-stamp: 211 s, Heart Rate: 10.00 BPM
Time-stamp: 211 s, Heart Rate: 10.00 BPM
Time-stamp: 211 s, Heart Rate: 10.00 BPM
Time-stamp: 212 s, Heart Rate: 10.00 BPM
Time-stamp: 212 s, Heart Rate: 10.00 BPM
Time-stamp: 212 s, Heart Rate: 10.00 BPM
Time-stamp: 212 s, Heart Rate: 10.00 BPM
Time-stamp: 212 s, Heart Rate: 10.00 BPM
Time-stamp: 213 s, Heart Rate: 10.00 BPM
Time-stamp: 213 s, Heart Rate: 10.00 BPM
Time-stamp: 213 s, Heart Rate: 10.00 BPM
Time-stamp: 213 s, Heart Rate: 10.00 BPM
Time-stamp: 213 s, Heart Rate: 10.00 BPM
Time-stamp: 213 s, Heart Rate: 10.00 BPM
Time-stamp: 214 s, Heart Rate: 10.00 BPM
Time-stamp: 214 s, Heart Rate: 10.00 BPM
Time-stamp: 214 s, Heart Rate: 10.00 BPM
Time-stamp: 214 s, Heart Rate: 10.00 BPM
Time-stamp: 214 s, Heart Rate: 10.00 BPM
Time-stamp: 215 s, Heart Rate: 10.00 BPM
Time-stamp: 215 s, Heart Rate: 10.00 BPM
Time-stamp: 215 s, Heart Rate: 10.00 BPM
Time-stamp: 215 s, Heart Rate: 10.00 BPM
Time-stamp: 215 s, Heart Rate: 10.00 BPM
Time-stamp: 215 s, Heart Rate: 10.00 BPM
Time-stamp: 216 s, Heart Rate: 10.00 BPM
Time-stamp: 216 s, Heart Rate: 10.00 BPM
Time-stamp: 216 s, Heart Rate: 10.00 BPM
Time-stamp: 216 s, Heart Rate: 10.00 BPM
Time-stamp: 216 s, Heart Rate: 10.00 BPM
Time-stamp: 217 s, Heart Rate: 10.00 BPM
Time-stamp: 217 s, Heart Rate: 10.00 BPM
Time-stamp: 217 s, Heart Rate: 10.00 BPM
Time-stamp: 217 s, Heart Rate: 10.00 BPM
Time-stamp: 217 s, Heart Rate: 10.00 BPM
Time-stamp: 217 s, Heart Rate: 10.00 BPM
Time-stamp: 218 s, Heart Rate: 10.00 BPM
Time-stamp: 218 s, Heart Rate: 10.00 BPM
Time-stamp: 218 s, Heart Rate: 10.00 BPM
Time-stamp: 218 s, Heart Rate: 10.00 BPM
Time-stamp: 218 s, Heart Rate: 10.00 BPM
Time-stamp: 219 s, Heart Rate: 10.00 BPM
Time-stamp: 219 s, Heart Rate: 10.00 BPM
Time-stamp: 219 s, Heart Rate: 10.00 BPM
Time-stamp: 219 s, Heart Rate: 10.00 BPM
Time-stamp: 219 s, Heart Rate: 10.00 BPM
Time-stamp: 220 s, Heart Rate: 10.00 BPM
Time-stamp: 220 s, Heart Rate: 10.00 BPM
Time-stamp: 220 s, Heart Rate: 10.00 BPM
Time-stamp: 220 s, Heart Rate: 10.00 BPM
Time-stamp: 220 s, Heart Rate: 10.00 BPM
Time-stamp: 220 s, Heart Rate: 10.00 BPM
Time-stamp: 221 s, Heart Rate: 10.00 BPM
Time-stamp: 221 s, Heart Rate: 10.00 BPM
Time-stamp: 221 s, Heart Rate: 10.00 BPM
Time-stamp: 221 s, Heart Rate: 10.00 BPM
Time-stamp: 221 s, Heart Rate: 10.00 BPM
Time-stamp: 222 s, Heart Rate: 10.00 BPM
Time-stamp: 222 s, Heart Rate: 10.00 BPM
Time-stamp: 222 s, Heart Rate: 10.00 BPM
Time-stamp: 222 s, Heart Rate: 10.00 BPM
Time-stamp: 222 s, Heart Rate: 10.00 BPM
Time-stamp: 222 s, Heart Rate: 10.00 BPM
Time-stamp: 223 s, Heart Rate: 10.00 BPM
Time-stamp: 223 s, Heart Rate: 10.00 BPM
Time-stamp: 223 s, Heart Rate: 10.00 BPM
Time-stamp: 223 s, Heart Rate: 10.00 BPM
Time-stamp: 223 s, Heart Rate: 10.00 BPM
Time-stamp: 224 s, Heart Rate: 10.00 BPM
Time-stamp: 224 s, Heart Rate: 10.00 BPM
Time-stamp: 224 s, Heart Rate: 10.00 BPM
Time-stamp: 224 s, Heart Rate: 10.00 BPM
Time-stamp: 224 s, Heart Rate: 10.00 BPM
Time-stamp: 224 s, Heart Rate: 10.00 BPM
Time-stamp: 225 s, Heart Rate: 10.00 BPM
Time-stamp: 225 s, Heart Rate: 10.00 BPM
Time-stamp: 225 s, Heart Rate: 10.00 BPM
Time-stamp: 225 s, Heart Rate: 10.00 BPM
Time-stamp: 225 s, Heart Rate: 10.00 BPM
Time-stamp: 226 s, Heart Rate: 10.00 BPM
Time-stamp: 226 s, Heart Rate: 10.00 BPM
Time-stamp: 226 s, Heart Rate: 10.00 BPM
Time-stamp: 226 s, Heart Rate: 10.00 BPM
Time-stamp: 226 s, Heart Rate: 10.00 BPM
Time-stamp: 227 s, Heart Rate: 10.00 BPM
Time-stamp: 227 s, Heart Rate: 10.00 BPM
Time-stamp: 227 s, Heart Rate: 10.00 BPM
Time-stamp: 227 s, Heart Rate: 10.00 BPM
Time-stamp: 227 s, Heart Rate: 10.00 BPM
Time-stamp: 227 s, Heart Rate: 10.00 BPM
Time-stamp: 228 s, Heart Rate: 10.00 BPM
Time-stamp: 228 s, Heart Rate: 10.00 BPM
Time-stamp: 228 s, Heart Rate: 10.00 BPM
Time-stamp: 228 s, Heart Rate: 10.00 BPM
Time-stamp: 228 s, Heart Rate: 10.00 BPM
Time-stamp: 229 s, Heart Rate: 10.00 BPM
Time-stamp: 229 s, Heart Rate: 10.00 BPM
Time-stamp: 229 s, Heart Rate: 10.00 BPM
Time-stamp: 229 s, Heart Rate: 10.00 BPM
Time-stamp: 229 s, Heart Rate: 10.00 BPM
Time-stamp: 229 s, Heart Rate: 10.00 BPM
Time-stamp: 230 s, Heart Rate: 10.00 BPM
Time-stamp: 230 s, Heart Rate: 10.00 BPM
Time-stamp: 230 s, Heart Rate: 10.00 BPM
Time-stamp: 230 s, Heart Rate: 10.00 BPM
Time-stamp: 230 s, Heart Rate: 10.00 BPM
Time-stamp: 231 s, Heart Rate: 10.00 BPM
Time-stamp: 231 s, Heart Rate: 10.00 BPM
Time-stamp: 231 s, Heart Rate: 10.00 BPM
Time-stamp: 231 s, Heart Rate: 10.00 BPM
Time-stamp: 231 s, Heart Rate: 10.00 BPM
Time-stamp: 232 s, Heart Rate: 10.00 BPM
Time-stamp: 232 s, Heart Rate: 10.00 BPM
Time-stamp: 232 s, Heart Rate: 10.00 BPM
Time-stamp: 232 s, Heart Rate: 10.00 BPM
Time-stamp: 232 s, Heart Rate: 10.00 BPM
Time-stamp: 232 s, Heart Rate: 10.00 BPM
Time-stamp: 233 s, Heart Rate: 10.00 BPM
Time-stamp: 233 s, Heart Rate: 10.00 BPM
Time-stamp: 233 s, Heart Rate: 10.00 BPM
Time-stamp: 233 s, Heart Rate: 10.00 BPM
Time-stamp: 233 s, Heart Rate: 10.00 BPM
Time-stamp: 234 s, Heart Rate: 10.00 BPM
Time-stamp: 234 s, Heart Rate: 10.00 BPM
Time-stamp: 234 s, Heart Rate: 10.00 BPM
Time-stamp: 234 s, Heart Rate: 10.00 BPM
Time-stamp: 234 s, Heart Rate: 10.00 BPM
Time-stamp: 234 s, Heart Rate: 10.00 BPM
Time-stamp: 235 s, Heart Rate: 10.00 BPM
Time-stamp: 235 s, Heart Rate: 10.00 BPM
Time-stamp: 235 s, Heart Rate: 10.00 BPM
Time-stamp: 235 s, Heart Rate: 10.00 BPM
Time-stamp: 235 s, Heart Rate: 10.00 BPM
Time-stamp: 236 s, Heart Rate: 10.00 BPM
Time-stamp: 236 s, Heart Rate: 10.00 BPM
Time-stamp: 236 s, Heart Rate: 10.00 BPM
Time-stamp: 236 s, Heart Rate: 10.00 BPM
Time-stamp: 236 s, Heart Rate: 10.00 BPM
Time-stamp: 236 s, Heart Rate: 10.00 BPM
Time-stamp: 237 s, Heart Rate: 10.00 BPM
Time-stamp: 237 s, Heart Rate: 10.00 BPM
Time-stamp: 237 s, Heart Rate: 10.00 BPM
Time-stamp: 237 s, Heart Rate: 10.00 BPM
Time-stamp: 237 s, Heart Rate: 10.00 BPM
Time-stamp: 238 s, Heart Rate: 10.00 BPM
Time-stamp: 238 s, Heart Rate: 10.00 BPM
Time-stamp: 238 s, Heart Rate: 10.00 BPM
Time-stamp: 238 s, Heart Rate: 10.00 BPM
Time-stamp: 238 s, Heart Rate: 10.00 BPM
Time-stamp: 239 s, Heart Rate: 10.00 BPM
Time-stamp: 239 s, Heart Rate: 10.00 BPM
Time-stamp: 239 s, Heart Rate: 10.00 BPM
Time-stamp: 239 s, Heart Rate: 10.00 BPM
Time-stamp: 239 s, Heart Rate: 10.00 BPM
Time-stamp: 239 s, Heart Rate: 10.00 BPM
Time-stamp: 240 s, Heart Rate: 10.00 BPM
Time-stamp: 240 s, Heart Rate: 10.00 BPM
Time-stamp: 240 s, Heart Rate: 10.00 BPM
Time-stamp: 240 s, Heart Rate: 10.00 BPM
Time-stamp: 240 s, Heart Rate: 10.00 BPM
Time-stamp: 241 s, Heart Rate: 10.00 BPM
Time-stamp: 241 s, Heart Rate: 10.00 BPM
Time-stamp: 241 s, Heart Rate: 10.00 BPM
Time-stamp: 241 s, Heart Rate: 10.00 BPM
Time-stamp: 241 s, Heart Rate: 10.00 BPM
Time-stamp: 241 s, Heart Rate: 10.00 BPM
Time-stamp: 242 s, Heart Rate: 10.00 BPM
Time-stamp: 242 s, Heart Rate: 10.00 BPM
Time-stamp: 242 s, Heart Rate: 10.00 BPM
Time-stamp: 242 s, Heart Rate: 10.00 BPM
Time-stamp: 242 s, Heart Rate: 10.00 BPM
Time-stamp: 243 s, Heart Rate: 10.00 BPM
Time-stamp: 243 s, Heart Rate: 10.00 BPM
Time-stamp: 243 s, Heart Rate: 10.00 BPM
Time-stamp: 243 s, Heart Rate: 10.00 BPM
Time-stamp: 243 s, Heart Rate: 10.00 BPM
Time-stamp: 244 s, Heart Rate: 10.00 BPM
Time-stamp: 244 s, Heart Rate: 10.00 BPM
Time-stamp: 244 s, Heart Rate: 10.00 BPM
Time-stamp: 244 s, Heart Rate: 10.00 BPM
Time-stamp: 244 s, Heart Rate: 10.00 BPM
Time-stamp: 244 s, Heart Rate: 10.00 BPM
Time-stamp: 245 s, Heart Rate: 10.00 BPM
Time-stamp: 245 s, Heart Rate: 10.00 BPM
Time-stamp: 245 s, Heart Rate: 10.00 BPM
Time-stamp: 245 s, Heart Rate: 10.00 BPM
Time-stamp: 245 s, Heart Rate: 10.00 BPM
Time-stamp: 246 s, Heart Rate: 10.00 BPM
Time-stamp: 246 s, Heart Rate: 10.00 BPM
Time-stamp: 246 s, Heart Rate: 10.00 BPM
Time-stamp: 246 s, Heart Rate: 10.00 BPM
Time-stamp: 246 s, Heart Rate: 10.00 BPM
Time-stamp: 246 s, Heart Rate: 10.00 BPM
Time-stamp: 247 s, Heart Rate: 10.00 BPM
Time-stamp: 247 s, Heart Rate: 10.00 BPM
Time-stamp: 247 s, Heart Rate: 10.00 BPM
Time-stamp: 247 s, Heart Rate: 10.00 BPM
Time-stamp: 247 s, Heart Rate: 10.00 BPM
Time-stamp: 248 s, Heart Rate: 10.00 BPM
Time-stamp: 248 s, Heart Rate: 10.00 BPM
